MFR,Model,EmissionsRate,FinalSales,FPT,Type
JAG,JAGUAR,358.3467742,169,56.83333333,car
JAG,JAGUAR,386.3913043,157,56.83333333,car
JAG,JAGUAR,358.3467742,128,56.83333333,car
JAG,JAGUAR,386.3913043,11,52.70833333,car
JAG,LR2,394.9777778,3419,47.9875,truck
KIA,BORREGO,411.4351852,721,52.25,truck
KIA,BORREGO,391.4977974,439,52.25,truck
KIA,SEDONA,373.4033613,18684,54.49583333,truck
KIA,BORREGO,373.4033613,8342,52.25,truck
KIA,BORREGO,379.7863248,5212,52.25,truck
KIA,AMANTI,354.063745,931,46.29166667,car
KIA,SORENTO,403.9545455,233,48.90416667,truck
KIA,SORENTO,400.3153153,157,48.90416667,truck
KIA,SORENTO,383.0603448,7483,48.90416667,truck
KIA,SORENTO,394.9777778,4562,48.90416667,truck
KIA,SPORTAGE,345.7976654,12126,47.4375,truck
KIA,SPORTAGE,334.0977444,6032,47.4375,truck
KIA,OPTIMA,297.2240803,1886,46.29166667,car
KIA,RONDO,325.5311355,1012,46.29166667,car
KIA,OPTIMA,265.2835821,32367,46.29166667,car
KIA,RONDO,305.395189,16561,46.29166667,car
KIA,OPTIMA,265.2835821,1357,46.29166667,car
KIA,SPECTRA,251.7563739,56275,46.29166667,car
KIA,SPECTRA,259.0962099,4021,46.29166667,car
KIA,SPORTAGE,307.5086505,16075,47.4375,truck
KIA,SPORTAGE,306.4482759,1189,47.4375,truck
KIA,SPORTAGE,321.9927536,470,47.4375,truck
KIA,RIO,225.5583756,35896,46.29166667,car
KIA,RIO,222.7318296,5140,46.29166667,car
LOT,ELISE,302.0477526,60,44,car
LOT,ELISE,290.8078286,60,44,car
LOT,ELISE,302.0477526,27,44,car
MAS,MASERATI,510.7471264,540,46.75,car
MAS,MASERATI,499.2696629,417,46.75,car
MAS,MASERATI,472.712766,583,46.75,car
MAS,MASERATI,510.7471264,400,46.75,car
MAZ,MAZDA B4000,473.4506438,53,57.65833333,truck
MAZ,MAZDA B4000,423.0917548,7,57.65833333,truck
MAZ,MAZDA 6,347.591073,9189,48.125,car
MAZ,MAZDA CX-7,400.7250657,7919,51.88333333,truck
MAZ,MAZDA CX-7,381.778425,6105,51.88333333,truck
MAZ,TRIBUTE,325.7757657,362,47.25416667,truck
MAZ,TRIBUTE,340.8114742,248,47.3,truck
MAZ,MAZDA 6,290.4219893,27416,48.125,car
MAZ,TRIBUTE,297.399138,3142,47.3,truck
MAZ,MAZDA 6,278.0202282,2899,48.125,car
MAZ,TRIBUTE,314.6297339,351,47.3,truck
MAZ,TRIBUTE,276.3207398,344,47.3,truck
MAZ,TRIBUTE,200.9260641,182,47.34583333,truck
MAZ,TRIBUTE,238.1954291,41,47.34583333,truck
MAZ,MAZDA5,293.9357357,21191,49.6375,truck
MAZ,MAZDA 3,270.0271941,9380,47.20833333,car
MAZ,MAZDA CX-7,349.3454931,7938,49.6375,truck
MAZ,MAZDA CX-7,370.4166823,4968,49.6375,truck
MAZ,MAZDA 3,335.1662443,2798,47.20833333,car
MAZ,MAZDA 3,265.1442824,2593,47.20833333,car
MAZ,MAZDA5,281.2083701,1057,49.6375,truck
MAZ,MAZDA B3000,269.2606014,305,51.15,truck
MAZ,MAZDA B3000,324.0828532,295,51.15,truck
MAZ,MAZDA 3,247.1597625,27500,47.20833333,car
MAZ,MAZDA 3,279.0109193,5298,47.20833333,car
MAZ,MX-5,290.5729718,1916,40.79166667,car
MAZ,MX-5,274.7403924,1656,40.79166667,car
MAZ,MX-5,284.246652,721,40.79166667,car
MAZ,RX-8,366.5573635,1834,40.79166667,car
MAZ,RX-8,372.0231243,1166,40.79166667,car
MIT,GALANT,353.8494617,1345,47.66666667,car
MIT,ECLIPSE,342.8944038,640,46.29166667,car
MIT,ECLIPSE,359.8033976,517,46.29166667,car
MIT,ECLIPSE,356.7285499,288,46.29166667,car
MIT,ECLIPSE,362.7791158,117,46.29166667,car
MIT,ENDEAVOR,388.7610565,50,49.6375,truck
MIT,OUTLANDER,340.1969904,2728,48.17083333,truck
MIT,OUTLANDER,347.8945081,1539,48.17083333,truck
MIT,GALANT,297.8346912,28371,47.66666667,car
MIT,LANCER,276.8216748,9808,46.75,car
MIT,ECLIPSE,305.5873625,7503,46.29166667,car
MIT,LANCER,279.5594744,3047,46.75,car
MIT,ECLIPSE,312.084084,2635,46.29166667,car
MIT,ECLIPSE,297.823712,887,46.29166667,car
MIT,ECLIPSE,309.8729057,173,46.29166667,car
MIT,OUTLANDER,305.5201268,4395,48.17083333,truck
MIT,OUTLANDER,309.8793887,3242,48.17083333,truck
MIT,LANCER,277.3945451,19718,46.75,car
MIT,LANCER,287.9527715,4386,46.75,car
MIT,LANCER,276.8216748,1642,46.75,car
MIT,LANCER,372.664296,28,46.75,car
MIT,LANCER,360.3899527,26,46.75,car
NIS,TITAN,289.4788274,5931,73.05833333,truck
NIS,TITAN,502.0903955,4456,64.075,truck
NIS,TITAN,300.2364865,3187,64.075,truck
NIS,ARMADA,289.4788274,2946,56.46666667,truck
NIS,TITAN,482.9891304,2467,73.05833333,truck
NIS,ARMADA,488.2967033,2094,56.46666667,truck
NIS,TITAN,289.4788274,1712,73.05833333,truck
NIS,INFINITI,493.7222222,1572,56.46666667,truck
NIS,INFINITI,485.6284153,1085,56.46666667,truck
NIS,ARMADA,480.3783784,958,56.46666667,truck
NIS,ARMADA,291.3770492,933,56.46666667,truck
NIS,TITAN,482.9891304,332,64.075,truck
NIS,PATHFINDER,477.7956989,41,51.425,truck
NIS,INFINITI,425.215311,1510,52.06666667,truck
NIS,INFINITI,429.3236715,190,49.95833333,car
NIS,INFINITI,386.3913043,185,49.95833333,car
NIS,FRONTIER,409.5391705,9096,64.12083333,truck
NIS,PATHFINDER,423.1904762,8870,51.425,truck
NIS,FRONTIER,421.1848341,8383,64.12083333,truck
NIS,XTERRA,413.3488372,7977,48.72083333,truck
NIS,XTERRA,402.1266968,4740,48.72083333,truck
NIS,PATHFINDER,460.4663212,2804,51.425,truck
NIS,PATHFINDER,396.7410714,2272,51.425,truck
NIS,FRONTIER,403.9545455,544,64.12083333,truck
NIS,XTERRA,400.3153153,325,48.72083333,truck
NIS,FRONTIER,391.4977974,175,57.75,truck
NIS,XTERRA,391.4977974,64,48.72083333,truck
NIS,SENTRA,383.0603448,2505,45.83333333,car
NIS,INFINITI,335.3584906,17455,50.875,car
NIS,INFINITI,326.7279412,16611,50.875,car
NIS,350Z,329.1481481,5725,48.58333333,car
NIS,INFINITI,326.7279412,5688,49.95833333,car
NIS,350Z,319.676259,5299,48.58333333,car
NIS,INFINITI,335.3584906,4466,50.875,car
NIS,INFINITI,335.3584906,4276,50.875,car
NIS,INFINITI,343.1274131,1237,49.95833333,car
NIS,INFINITI,343.1274131,448,49.95833333,car
NIS,SENTRA,383.0603448,343,45.83333333,car
NIS,ROGUE,347.1484375,69414,50.92083333,truck
NIS,MAXIMA,310.7342657,58278,45.83333333,car
NIS,ROGUE,337.9087452,38774,50.92083333,truck
NIS,INFINITI,384.7186147,8522,52.06666667,truck
NIS,QUEST,362.7346939,8232,56.83333333,truck
NIS,ALTIMA,312.9225352,5444,47.20833333,car
NIS,INFINITI,370.2916667,4853,51.425,truck
NIS,INFINITI,379.7863248,2946,49.95833333,car
NIS,ALTIMA,312.9225352,2445,48.58333333,car
NIS,INFINITI,365.7201646,1267,49.95833333,car
NIS,INFINITI,356.9076305,902,49.95833333,car
NIS,350Z,358.3467742,460,48.58333333,car
NIS,ALTIMA,318.5304659,317,48.58333333,car
NIS,ALTIMA,318.5304659,141,48.58333333,car
NIS,350Z,344.4573643,43,48.58333333,car
NIS,INFINITI,351.2648221,2922,49.95833333,car
NIS,ALTIMA,257.5942029,188746,47.20833333,car
NIS,ROGUE,290.4248366,45737,48.5375,truck
NIS,ROGUE,275.1393189,28140,48.5375,truck
NIS,ALTIMA,257.5942029,19506,47.20833333,car
NIS,ALTIMA,190.2997859,10362,48.58333333,car
NIS,FRONTIER,367.231405,2869,57.75,truck
NIS,FRONTIER,325.5311355,1963,57.75,truck
NIS,ALTIMA,254.6418338,1140,48.58333333,car
NIS,SENTRA,256.1095101,157,45.83333333,car
NIS,SENTRA,281.2341772,107,45.83333333,car
NIS,SENTRA,230.8311688,44618,45.83333333,car
NIS,SENTRA,237.6203209,19288,45.83333333,car
NIS,SENTRA,251.0451977,926,45.83333333,car
NIS,VERSA,248.2402235,69492,47.20833333,car
NIS,INFINITI,356.9076305,26079,49.95833333,car
NIS,VERSA,224.9873418,17658,47.20833333,car
NIS,VERSA,238.2573727,5825,47.20833333,car
NIS,INFINITI,365.7201646,2164,49.95833333,car
NIS,ALTIMA,220.5210918,178,47.20833333,car
NIS,VERSA,234.4854881,6515,47.20833333,car
NIS,VERSA,232.0365535,4990,47.20833333,car
POR,CAYENNE,458.0927835,1999,51.51666667,truck
POR,CAYENNE,460.4663212,1572,51.51666667,truck
POR,CAYENNE,490.9944751,550,51.51666667,truck
POR,CAYENNE,532.1556886,179,51.51666667,truck
POR,CAYENNE,490.9944751,159,51.51666667,truck
POR,911,316.2633452,840,42.625,car
POR,911,317.3928571,763,42.625,car
POR,911,331.6044776,579,42.625,car
POR,911,325.5311355,554,42.625,car
POR,911,323.1636364,542,40.79166667,car
POR,911,318.5304659,509,42.625,car
POR,911,339.1984733,346,42.625,car
POR,911,331.6044776,304,42.625,car
POR,911,318.5304659,123,42.625,car
POR,911,339.1984733,87,42.625,car
POR,CAYENNE,417.2300469,4497,51.51666667,truck
POR,911,314.0282686,608,42.625,car
POR,911,325.5311355,445,42.625,car
POR,911,317.3928571,411,42.625,car
POR,911,376.5677966,396,42.625,car
POR,911,323.1636364,367,42.625,car
POR,911,389.7807018,345,42.625,car
POR,911,371.8410042,337,42.625,car
POR,911,379.7863248,157,42.625,car
POR,CAYENNE,429.3236715,57,51.51666667,truck
POR,911,324.3430657,39,42.625,car
POR,911,320.8303249,37,42.625,car
POR,911,330.3717472,33,42.625,car
POR,911,324.3430657,33,42.625,car
POR,911,326.7279412,29,42.625,car
POR,911,326.7279412,27,42.625,car
POR,911,367.231405,18,42.625,car
POR,CAYMAN,296.2333333,438,43.54166667,car
POR,BOXSTER,296.2333333,309,43.54166667,car
POR,CAYMAN,316.2633452,286,43.54166667,car
POR,BOXSTER,316.2633452,196,43.54166667,car
POR,CAYMAN,316.2633452,522,43.54166667,car
POR,BOXSTER,288.538961,509,43.54166667,car
POR,BOXSTER,327.9335793,446,43.54166667,car
POR,CAYMAN,288.538961,345,43.54166667,car
SPK,C8,455.4773107,18,44,car
SUZ,EQUATOR,427.8005363,447,57.75,truck
SUZ,EQUATOR,409.3015116,397,57.75,truck
SUZ,XL7,378.6213361,1269,51.51666667,truck
SUZ,XL7,356.546788,21,51.51666667,truck
SUZ,GRAND VITARA,340.492866,435,47.62083333,truck
SUZ,GRAND VITARA,357.6804501,410,47.62083333,truck
SUZ,EQUATOR,367.4151125,1383,57.75,truck
SUZ,EQUATOR,325.2630616,153,57.75,truck
SUZ,GRAND VITARA,319.4085533,3306,47.62083333,truck
SUZ,GRAND VITARA,332.6956698,2083,47.62083333,truck
SUZ,GRAND VITARA,314.5239494,242,47.62083333,truck
TOY,TUNDRA,282.1269841,5514,75.44166667,truck
TOY,TUNDRA,439.950495,4079,58.11666667,truck
TOY,LX 470,485.6284153,4072,51.425,truck
TOY,TUNDRA,488.2967033,3581,66.77916667,truck
TOY,LAND CRUISER,470.2116402,2038,51.425,truck
TOY,SEQUOIA,470.2116402,87,55.91666667,truck
TOY,SEQUOIA,444.35,8,55.91666667,truck
TOY,SEQUOIA,290.4248366,1,55.91666667,truck
TOY,IS 350,373.4033613,438,49.5,car
TOY,LS 430,330.3717472,220,52.25,car
TOY,GX 470,453.4183673,7200,50.325,truck
TOY,TUNDRA,460.4663212,1643,75.44166667,truck
TOY,SEQUOIA,467.7368421,958,55.91666667,truck
TOY,TUNDRA,467.7368421,891,58.11666667,truck
TOY,SEQUOIA,448.8383838,564,55.91666667,truck
TOY,4RUNNER,446.5829146,274,50.325,truck
TOY,4RUNNER,413.3488372,37,50.325,truck
TOY,LS 430,361.2601626,4512,53.16666667,car
TOY,LS 430,374.978903,3438,53.16666667,car
TOY,LS 430,361.2601626,683,52.25,car
TOY,LS 430,374.978903,565,52.25,car
TOY,GS 300/GS 430,349.8818898,59,51.33333333,car
TOY,SC 430,367.231405,511,47.20833333,car
TOY,TACOMA,391.4977974,41822,58.39166667,truck
TOY,TACOMA,373.4033613,27373,58.39166667,truck
TOY,TACOMA,391.4977974,5289,64.44166667,truck
TOY,4RUNNER,391.4977974,4872,50.325,truck
TOY,4RUNNER,379.7863248,3307,50.325,truck
TOY,TUNDRA,417.2300469,3191,66.77916667,truck
TOY,4RUNNER,391.4977974,2508,48.5375,truck
TOY,TACOMA,413.3488372,758,58.39166667,truck
TOY,4RUNNER,373.4033613,508,48.5375,truck
TOY,4RUNNER,429.3236715,169,48.5375,truck
TOY,SIENNA,335.3584906,58233,54.67916667,truck
TOY,ES 330,309.6515679,42833,49.04166667,car
TOY,CAMRY,300.2364865,42454,49.04166667,car
TOY,RX 330,361.2601626,37785,48.99583333,truck
TOY,HIGHLANDER,358.3467742,30347,50.325,truck
TOY,RX 330,345.7976654,26421,48.99583333,truck
TOY,RAV4,318.5304659,25774,47.9875,truck
TOY,AVALON,300.2364865,22030,50.875,car
TOY,HIGHLANDER,341.8076923,18649,50.325,truck
TOY,VENZA,330.3717472,17932,50.09583333,truck
TOY,VENZA,315.141844,17659,50.09583333,truck
TOY,RAV4,307.5086505,6621,47.9875,truck
TOY,SIENNA,386.337553,5564,54.67916667,truck
TOY,GS 300/GS 430,315.141844,2639,51.33333333,car
TOY,GS 300/GS 430,332.8464419,2323,51.33333333,car
TOY,IS 350,334.0977444,1861,49.5,car
TOY,RX 330,345.7976654,1288,48.99583333,truck
TOY,GS 300/GS 430,288.538961,516,51.33333333,car
TOY,HIGHLANDER,252.4715909,10547,50.325,truck
TOY,TACOMA,316.2633452,21004,50.23333333,truck
TOY,TACOMA,356.9076305,11439,58.39166667,truck
TOY,TACOMA,303.3105802,8374,50.23333333,truck
TOY,VENZA,283.9297125,17554,50.09583333,truck
TOY,HIGHLANDER,304.3493151,8170,50.325,truck
TOY,VENZA,294.2715232,5752,50.09583333,truck
TOY,RAV4,286.6774194,47020,47.9875,truck
TOY,RAV4,279.4654088,39966,47.9875,truck
TOY,IS 250,282.1269841,18692,49.5,car
TOY,IS 250,308.5763889,10770,49.5,car
TOY,IS 250,321.9927536,114,49.5,car
TOY,CAMRY,270.945122,353646,49.04166667,car
TOY,CAMRY,193.6165577,47948,49.04166667,car
TOY,SCION,282.1269841,32434,48.58333333,car
TOY,SCION,287.605178,20683,48.58333333,car
TOY,COROLLA,280.3470032,15556,46.75,car
TOY,COROLLA,303.3105802,8283,46.75,car
TOY,SCION,295.2491694,6496,48.58333333,car
TOY,SCION,280.3470032,4605,48.58333333,car
TOY,CAMRY,273.4461538,3834,49.04166667,car
TOY,COROLLA,270.945122,3796,46.75,car
TOY,COROLLA,283.0254777,2790,46.75,car
TOY,COROLLA,273.4461538,2151,46.75,car
TOY,COROLLA,220.5210918,342483,46.75,car
TOY,COROLLA,240.8401084,28547,46.75,car
TOY,COROLLA,223.8539043,15085,46.75,car
TOY,SCION,234.4854881,15009,48.58333333,car
TOY,COROLLA,234.4854881,3064,46.75,car
TOY,SCION,226.1323155,2578,48.58333333,car
TOY,PRIUS,135.0607903,82659,48.58333333,car
TOY,YARIS,212.1002387,63436,32.08333333,car
TOY,YARIS,208.6150235,9390,32.08333333,car
TSL,TSL,0,900,44,car
VWA,BENTLEY,617.1527778,94,47.66666667,car
VWA,BENTLEY,617.1527778,83,56.375,car
VWA,BENTLEY,612.8965517,66,56.375,car
VWA,BENTLEY,612.8965517,3,56.375,car
VWA,LAMBORGHINI,648.6861314,65,47.66666667,car
VWA,LAMBORGHINI,648.6861314,41,47.66666667,car
VWA,LAMBORGHINI,710.96,4,47.66666667,car
VWA,BENTLEY,562.4683544,325,55.45833333,car
VWA,BENTLEY,562.4683544,322,56.375,car
VWA,BENTLEY,548.5802469,283,55.45833333,car
VWA,AUDI A8,458.0927835,28,51.79166667,car
VWA,LAMBORGHINI,460.4663212,264,47.66666667,car
VWA,AUDI R8,470.2116402,19,47.20833333,car
VWA,LAMBORGHINI,462.8645833,12,47.66666667,car
VWA,AUDI R8,522.7647059,12,49.95833333,car
VWA,LAMBORGHINI,516.6860465,5,47.66666667,car
VWA,AUDI S5,419.1981132,1284,48.58333333,car
VWA,AUDI Q7,465.2879581,1194,54.175,truck
VWA,AUDI A8,374.978903,333,51.79166667,car
VWA,AUDI A6,374.978903,134,49.95833333,car
VWA,TOUAREG,470.2116402,96,51.51666667,truck
VWA,AUDI S4,429.3236715,50,48.58333333,car
VWA,AUDI S4,453.4183673,26,48.58333333,car
VWA,AUDI Q7,427.2596154,6086,54.175,truck
VWA,TOUAREG,427.2596154,2955,52.20416667,truck
VWA,AUDI A4,331.6044776,3194,47.20833333,car
VWA,AUDI TT,336.6287879,191,47.20833333,car
VWA,AUDI TT,352.6587302,113,47.20833333,car
VWA,AUDI TT,336.6287879,102,47.20833333,car
VWA,AUDI A3,326.7279412,72,47.20833333,car
VWA,AUDI TT,352.6587302,47,47.20833333,car
VWA,AUDI Q5,345.7976654,6531,50.64583333,truck
VWA,AUDI A6,320.8303249,405,49.95833333,car
VWA,AUDI A4,344.4573643,374,47.20833333,car
VWA,AUDI A6,339.1984733,3392,47.20833333,car
VWA,AUDI A6,339.1984733,262,49.95833333,car
VWA,AUDI Q7,367.231405,1120,54.175,truck
VWA,TOUAREG,339.1984733,833,52.20416667,truck
VWA,JETTA,299.2255892,51643,47.20833333,car
VWA,NEW BEETLE,292.3355263,10782,45.375,car
VWA,JETTA,304.3493151,9493,45.375,car
VWA,NEW BEETLE,297.2240803,6490,45.375,car
VWA,JETTA,299.2255892,5190,47.20833333,car
VWA,JETTA,303.3105802,1370,45.375,car
VWA,NEW BEETLE,297.2240803,1012,45.375,car
VWA,AUDI A4,295.2491694,22485,47.20833333,car
VWA,TIGUAN,330.3717472,11317,46.97916667,truck
VWA,TIGUAN,337.9087452,7315,46.97916667,truck
VWA,JETTA,195.3186813,6108,44.45833333,car
VWA,JETTA,273.4461538,4936,45.375,car
VWA,AUDI A4,267.6807229,3816,47.20833333,car
VWA,AUDI A4,295.2491694,3187,47.20833333,car
VWA,AUDI A4,295.2491694,2797,47.20833333,car
VWA,AUDI A4,267.6807229,2433,47.20833333,car
VWA,AUDI A3,283.9297125,1860,47.20833333,car
VWA,AUDI A3,287.605178,1407,47.20833333,car
VWA,JETTA,283.9297125,1390,44.45833333,car
VWA,AUDI TT,284.8397436,1006,45.375,car
VWA,AUDI A4,271.7737003,836,47.20833333,car
VWA,AUDI TT,259.8538012,817,47.20833333,car
VWA,TIGUAN,320.8303249,444,46.97916667,truck
VWA,AUDI A3,291.3770492,422,47.20833333,car
VWA,JETTA,273.4461538,362,47.20833333,car
VWA,AUDI TT,266.0778443,332,47.20833333,car
VWA,JETTA,283.9297125,233,45.375,car
VWA,JETTA,197.9287305,21341,45.375,car
VWA,JETTA,197.9287305,7587,47.20833333,car
